firm,firm_ticker,model_company,model,event_date,owner,investor,cloud,business_upstream,real_upstream,business_downstream,real_downstream,competitor,notes
Netflix,NFLX,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Streaming entertainment platform; AI-driven content recommendation, positioned t); No identified relationship"
Oracle,ORCL,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Enterprise software/cloud firm; OCI Generative AI hosts and serves AI models, po); competitor=1 (medium)"
Intel,INTC,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Accenture,ACN,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,"business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Global IT services/consulting firm; major AI consulting and deployment partner, ); No identified relationship"
Uber,UBER,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Ridesharing/delivery platform; uses AI/ML for matching, routing, pricing — posit); No identified relationship"
Qualcomm,QCOM,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Shopify,SHOP,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (E-commerce platform; Shopify Magic integrates generative AI for merchant tools, ); No identified relationship"
AppLovin,APP,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Mobile advertising/marketing platform; AI-driven ad targeting, positioned as dow); No identified relationship"
ServiceNow,NOW,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise workflow automation platform; integrates AI/LLM capabilities into Now); No identified relationship
Adobe,ADBE,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Creative software firm; Adobe Firefly integrates generative AI into Creative Clo); No identified relationship
Synopsys,SNPS,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Electronic design automation (EDA) software; AI-driven chip design and verificat); No identified relationship"
Cadence,CDNS,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Electronic design automation (EDA) software; AI-driven chip design tools, positi); No identified relationship"
Hut 8 Mining,HUT,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Seagate,STX,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Marvell,MRVL,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Snowflake,SNOW,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Cloud data platform/analytics; integrates AI/LLM capabilities into Data Cloud th); No identified relationship
Meituan,3690 HK,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Infineon,IFX GR,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Fortinet,FTNT,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Cybersecurity/firewall firm; FortiAI integrates AI into threat detection and sec); No identified relationship
Mitsubishi Electric,5803 JP,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
NXP Semiconductors,NXPI,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
创见资讯,3443 TT,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Fujitsu,6702 JP,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,"business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Global IT services/hardware firm; Fujitsu Kozuchi AI platform, positioned to dep); No identified relationship"
Thomson Reuters,TRI,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,"business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Professional information/content firm; integrates AI into legal, tax, and news p); No identified relationship"
NEC,6701 JP,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (IT services/technology firm; positioned to integrate AI into enterprise and gove); No identified relationship
Baidu,BIDU,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,1,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Baidu Cloud AI, search AI features — positioned as both competitor (ERNIE) and d); competitor=1 (high)"
Datadog,DDOG,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Cloud monitoring/observability platform; integrates AI for anomaly detection, in); No identified relationship"
Panasonic,6954 JP,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Workday,WDAY,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise HR/finance cloud software; positioned to embed AI capabilities into e); No identified relationship
Ericsson,ERIC,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
CareCloud,CRWV,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Teradata,TDC,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Enterprise data analytics/data warehousing; positioned to integrate AI/ML into a); No identified relationship
GE HealthCare,GEHC,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Tietoevry,TIETO FH,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Nordic IT services/consulting firm; positioned to deploy AI solutions for enterp); No identified relationship
Experian,EXPN LN,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Consumer credit data/analytics firm; positioned to leverage AI for credit modeli); No identified relationship
Zscaler,ZS,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Cloud security/SASE platform; positioned to integrate AI into cloud security and); No identified relationship
CyberArk,CYBR,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Identity security/privileged access management; positioned to integrate AI into ); No identified relationship
StoneCo,STNE,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
UiPath,PATH,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise automation/RPA software; integrates AI/LLM capabilities into business); No identified relationship
Rakuten Group,4755 JP,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (E-commerce/fintech/digital services conglomerate; positioned to leverage AI acro); No identified relationship"
HPE,HPE,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Removed from business_downstream under narrowed definition. Firm is better treated as model owner, competitor, cloud/inf; business_downstream=1 (Enterprise IT infrastructure/solutions; HPE GreenLake AI, positioned to deploy A); No identified relationship"
Temenos,TEMN SW,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Banking software platform; positioned to integrate AI into financial services so); No identified relationship
Pony.ai,PONY,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Twilio,TWLO,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Cloud communications/SaaS platform; positioned to integrate AI into customer eng); No identified relationship
Genpact,G,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Business process/IT services firm; positioned to deploy and integrate AI capabil); No identified relationship
DXC Technology,DXC,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (IT services/solutions firm; positioned to deploy AI infrastructure and solutions); No identified relationship
Ambarella,AMBA,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Okta,OKTA,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,[NARROWED] business_downstream changed 1→0: Borderline firm: default to business_downstream=0 under narrowed definition. May use AI or have AI features but core bus; business_downstream=1 (Identity/access management SaaS; positioned to integrate AI into enterprise iden); No identified relationship
WeRock,WRD,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Pegasystems,PEGA,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Enterprise software/CRM platform; Pega AI integrates generative AI into business); No identified relationship
Toshiba,6588 JP,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Wolters Kluwer,WKL NA,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,"business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Professional information/software firm; integrates AI into legal, tax, health, a); No identified relationship"
SoundHound AI,SOUN,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Voice AI/conversational intelligence firm; directly leverages generative AI and ); No identified relationship
研华科技,2395 TT,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
CCC Intelligent Solutions,CCC,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Insurance claims software/SaaS; AI integration into insurance automation workflo); No identified relationship
宏基,2353 TT,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Sony,6758 JP,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
Snap,SNAP,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,"[NARROWED] business_downstream changed 1→0: Firm not classified as business_downstream. Core business is not downstream of generative-AI model capabilities in a com; business_downstream=1 (Social media/camera platform; My AI chatbot powered by LLMs, Lens AI uses genera); No identified relationship"
Zebra Technologies,ZBRA,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,0,0,0,No identified relationship
NICE,NICE,Alibaba,Qwen3-235B-A22B-Instruct-2507,2025-07-21,0,0,0,0,0,1,0,0,business_downstream=1 (narrowed definition: core business directly commercializes generative-AI capabilities) (Customer service automation software; CXone AI platform integrates conversationa); No identified relationship
